Catalog,SMILES,SELFIES
S4582,Cl.NCCCC(N)(C(=O)O)C(F)F.O,[Cl][.][N][C][C][C][C][Branch1_2][epsilon][N][Branch1_3][Branch1_2][C][Branch1_3][epsilon][=O][O][C][Branch1_3][epsilon][F][F][.][O]
S4684,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,[C][C][C][c][n][n][Branch1_3][epsilon][C][c][c][Branch1_3][epsilon][=O][nHexpl][c][Branch2_3][epsilon][=O][-c][c][c][Branch1_3][#C][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][N][C][C][N][Branch1_3][epsilon][C][C][C][Ring1][Branch1_2][c][c][c][Ring1][=N][O][C][C][n][c][Ring2][epsilon][F][Ring2][epsilon][Branch1_3]
S4700,NCCCC(=O)O,[N][C][C][C][C][Branch1_3][epsilon][=O][O]
S5431,Cl.N=C(N)NCCCCC(N)C(=O)O,[Cl][.][N][=C][Branch1_3][epsilon][N][N][C][C][C][C][C][Branch1_3][epsilon][N][C][Branch1_3][epsilon][=O][O]
S5496,N=C(N)NCCN1CCCCCCC1.O=S(=O)(O)O,[N][=C][Branch1_3][epsilon][N][N][C][C][N][C][C][C][C][C][C][C][Ring1][Branch1_3][.][O][=S][Branch1_1][epsilon][=O][Branch1_3][epsilon][O][O]
S6109,N=C(N)NCCCCC(N)C(=O)O,[N][=C][Branch1_3][epsilon][N][N][C][C][C][C][C][Branch1_3][epsilon][N][C][Branch1_3][epsilon][=O][O]
S7306,Cl.Cl.c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1,[Cl][.][Cl][.][c][c][c][Branch2_3][epsilon][S][-c][c][n][n][c][c][Branch2_3][epsilon][Ring1][-c][c][c][c][Branch1_3][O][O][C][C][N][C][C][C][C][C][Ring1][Branch1_1][c][c][Ring1][N][c][n][c][Ring2][epsilon][Branch1_1][Ring1][S][c][c][n][Ring2][epsilon][F]
S7362,CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)NC1c2ccccc2CC1OCC#CC#CCOC1Cc2ccccc2C1NC(=O)C1CCCN1C(=O)C(NC(=O)C(C)NC)C1CCCCC1)C1CCCCC1,[C][N][C][Branch1_3][epsilon][C][C][Branch1_3][epsilon][=O][N][C][Branch2_3][Branch1_1][Branch2_3][C][Branch1_3][epsilon][=O][N][C][C][C][C][Ring1][Ring2][C][Branch1_3][epsilon][=O][N][C][c][c][c][c][c][c][Ring1][Branch1_1][C][C][Ring1][Branch2_1][O][C][C][#C][C][#C][C][O][C][C][c][c][c][c][c][c][Ring1][Branch1_1][C][Ring1][Branch2_1][N][C][Branch1_3][epsilon][=O][C][C][C][C][N][Ring1][Ring2][C][Branch1_3][epsilon][=O][C][Branch1_3][O][N][C][Branch1_3][epsilon][=O][C][Branch1_3][epsilon][C][N][C][C][C][C][C][C][C][Ring1][Branch1_1][C][C][C][C][C][C][Ring1][Branch1_1]
S7419,CN(CCC(N)CC(=O)NC1C=CC(n2ccc(N)nc2=O)OC1C(=O)O)C(=N)N.Cl,[C][N][Branch2_3][epsilon][=S][C][C][C][Branch1_3][epsilon][N][C][C][Branch1_3][epsilon][=O][N][C][C][=C][C][Branch1_3][=O][n][c][c][c][Branch1_3][epsilon][N][n][c][Ring1][Branch1_2][=O][O][C][Ring1][=O][C][Branch1_3][epsilon][=O][O][C][Branch1_3][epsilon][=N][N][.][Cl]
S7507,Cl.c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1,[Cl][.][c][c][c][c][c][Branch2_3][epsilon][=N][-c][c][n][n][c][c][Branch1_3][#C][-c][c][c][c][Branch1_3][Branch2_2][N][C][C][N][C][C][Ring1][Branch1_1][c][c][Ring1][F][c][n][c][Ring1][S][Ring1][C][c][c][n][c][Ring2][epsilon][Branch2_1][c][Ring2][epsilon][O]
S7537,CN1CCN(C(=O)C2C3CCC(O3)C2C(=O)O)CC1,[C][N][C][C][N][Branch2_3][epsilon][Ring2][C][Branch1_3][epsilon][=O][C][C][C][C][C][Branch1_3][Ring2][O][Ring1][Ring2][C][Ring1][Branch1_2][C][Branch1_3][epsilon][=O][O][C][C][Ring1][C]
S7547,Cl.O=c1[nH]c(C2CCCN2)nc2c1oc1ccc(Cl)cc12,[Cl][.][O][=c][nHexpl][c][Branch1_3][Branch2_1][C][C][C][C][N][Ring1][Ring2][n][c][c][Ring1][Branch2_3][o][c][c][c][c][Branch1_3][epsilon][Cl][c][c][Ring1][Branch1_2][Ring1][Branch2_2]
S7901,CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC(C=O)CC(=O)O)C(C)C,[C][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Branch1_3][C][C][Branch1_3][epsilon][=O][O][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Branch2_1][C][C][C][Branch1_3][epsilon][=O][O][C][Branch1_3][epsilon][=O][N][C][Branch1_3][C][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Ring1][C][=O][C][C][Branch1_3][epsilon][=O][O][C][Branch1_3][epsilon][C][C]
S8008,N=C(N)NCCCC(N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)O,[N][=C][Branch1_3][epsilon][N][N][C][C][C][C][Branch1_3][epsilon][N][C][Branch1_3][epsilon][=O][N][C][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Branch1_3][C][C][Branch1_3][epsilon][=O][O][C][Branch1_3][epsilon][=O][O]
S8442,Cl.Cn1cc(-c2nc(NC3CCCCC3N)c(F)c3c2C(=O)NC3)cn1,[Cl][.][C][n][c][c][Branch2_3][epsilon][=O][-c][n][c][Branch1_3][F][N][C][C][C][C][C][C][Ring1][Branch1_1][N][c][Branch1_3][epsilon][F][c][c][Ring1][N][C][Branch1_3][epsilon][=O][N][C][Ring1][Branch1_1][c][n][Ring2][epsilon][Branch1_1]
S8454,CC(=O)N1CCCC1C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CO)C(=O)NC(CS)C(=O)NC(CC(N)=O)C(N)=O,[C][C][Branch1_3][epsilon][=O][N][C][C][C][C][Ring1][Ring2][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Branch2_2][C][c][c][nHexpl][c][n][Ring1][Ring2][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Ring1][C][O][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Ring1][C][S][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Branch1_3][C][C][Branch1_2][epsilon][N][=O][C][Branch1_2][epsilon][N][=O]
S8501,CC(N)C(=O)NC(CO)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(N)=O)C(C)O)C(C)O)C(C)O)C(C)O,[C][C][Branch1_3][epsilon][N][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Ring1][C][O][C][Branch1_3][epsilon][=O][N][C][Branch2_3][Branch1_1][epsilon][C][Branch1_3][epsilon][=O][N][C][Branch2_3][Ring2][Branch2_1][C][Branch1_3][epsilon][=O][N][C][Branch2_3][Ring1][N][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Branch1_3][C][C][Branch1_2][epsilon][N][=O][C][Branch1_3][epsilon][=O][N][C][Branch1_3][=O][C][c][c][c][c][Branch1_3][epsilon][O][c][c][Ring1][Branch1_2][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Branch1_2][C][Branch1_2][epsilon][N][=O][C][Branch1_3][epsilon][C][O][C][Branch1_3][epsilon][C][O][C][Branch1_3][epsilon][C][O][C][Branch1_3][epsilon][C][O]
P1011,N=C(N)NCCCCC1NC(=O)CCSSCC(C(N)=O)NC(=O)C2CCCN2C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CC(=O)O)NC(=O)CNC1=O,[N][=C][Branch1_3][epsilon][N][N][C][C][C][C][C][N][C][Branch1_3][epsilon][=O][C][C][S][S][C][C][Branch1_3][Branch1_2][C][Branch1_2][epsilon][N][=O][N][C][Branch1_3][epsilon][=O][C][C][C][C][N][Ring1][Ring2][C][Branch1_3][epsilon][=O][C][Branch1_3][=N][C][c][c][nHexpl][c][c][c][c][c][c][Ring1][Branch2_1][Ring1][Branch1_1][N][C][Branch1_3][epsilon][=O][C][Branch1_3][Branch1_3][C][C][Branch1_3][epsilon][=O][O][N][C][Branch1_3][epsilon][=O][C][N][C][Ring2][Ring1][Branch2_2][=O]
P1025,CCOc1ccc(CC2NC(=O)CCSSCC(C(=O)N3CCCC3C(=O)NC(CCCN)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC(=O)C(C(C)CC)NC2=O)cc1,[C][C][O][c][c][c][c][Branch2_3][Branch1_1][#C][C][C][N][C][Branch1_3][epsilon][=O][C][C][S][S][C][C][Branch2_3][epsilon][#N][C][Branch1_3][epsilon][=O][N][C][C][C][C][Ring1][Ring2][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Branch1_1][C][C][C][N][C][Branch1_3][epsilon][=O][N][C][C][Branch1_2][epsilon][N][=O][N][C][Branch1_3][epsilon][=O][C][Branch1_3][Branch1_3][C][C][Branch1_2][epsilon][N][=O][N][C][Branch1_3][epsilon][=O][C][Branch1_3][Branch1_2][C][Branch1_3][epsilon][C][O][N][C][Branch1_3][epsilon][=O][C][Branch1_3][Branch1_3][C][Branch1_3][epsilon][C][C][C][N][C][Ring2][Ring1][=C][=O][c][c][Ring2][Ring2][Branch1_2]
S1019,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,[C][=C][C][Branch1_3][epsilon][=O][N][c][c][c][c][Branch1_3][#N][N][c][c][c][c][Branch1_3][epsilon][F][c][Branch1_3][epsilon][Cl][c][Ring1][Branch1_3][n][c][n][c][Ring1][N][c][c][Ring1][=C][O][C][C][C][N][C][C][O][C][C][Ring1][Branch1_1]
S1023,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,[C][#C][c][c][c][c][c][Branch2_3][epsilon][F][N][c][n][c][n][c][c][c][Branch1_3][Branch1_2][O][C][C][O][C][c][Branch1_3][Branch1_2][O][C][C][O][C][c][c][Ring1][#C][Ring1][=N][c][Ring2][epsilon][Branch2_1][.][Cl]
S1043,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,[C][O][c][c][c][c][Branch2_3][epsilon][N][N][C][C][N][Branch2_3][epsilon][Ring1][C][Branch1_3][epsilon][=O][N][c][c][c][c][Branch1_3][Branch1_3][O][C][Branch1_3][epsilon][C][C][c][c][Ring1][Branch2_2][C][C][Ring1][=C][n][c][n][c][Ring2][epsilon][Branch1_2][c][c][Ring2][epsilon][Branch2_3][O][C][C][C][N][C][C][C][C][C][Ring1][Branch1_1]
S1046,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,[C][O][c][c][c][c][Branch1_3][N][N][c][c][c][c][Branch1_3][epsilon][Br][c][c][Ring1][Branch1_2][F][n][c][n][c][Ring1][N][c][c][Ring1][=C][O][C][C][C][C][N][Branch1_3][epsilon][C][C][C][Ring1][Branch1_2]
S1108,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,[C][O][c][c][c][Branch2_3][epsilon][Ring1][N][C][C][C][Branch1_3][O][N][C][C][N][Branch1_3][epsilon][C][C][C][Ring1][Branch1_2][C][C][Ring1][O][c][c][c][Ring1][=C][N][c][n][c][c][Branch1_3][epsilon][Cl][c][Branch2_3][epsilon][Ring1][N][c][c][c][c][c][c][Ring1][Branch1_1][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][C][Branch1_3][epsilon][C][C][n][Ring1][#C]
S1112,Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,[C][n][c][c][Branch2_3][epsilon][O][-c][c][c][c][n][n][c][Branch1_3][#N][S][c][c][c][c][n][c][c][c][c][Ring1][Branch1_1][c][Ring1][Branch2_2][n][Ring1][=N][n][Ring1][#C][c][n][Ring2][epsilon][Branch1_2]
S1118,Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc3nsnc3c2)cc1,[C][c][c][c][c][Branch2_3][epsilon][=C][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][N][c][n][c][c][c][c][c][c][Ring1][Branch1_1][n][c][Ring1][Branch2_2][N][c][c][c][c][n][s][n][c][Ring1][Ring2][c][Ring1][Branch2_1][c][c][Ring2][epsilon][F]
S1205,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12.Cl,[C][c][c][c][c][Branch1_3][Branch1_2][N+expl][Branch1_3][epsilon][=O][O-expl][c][c][Ring1][Branch2_1][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][N][Branch1_3][epsilon][C][/N][=C][/c][c][n][c][c][c][c][Branch1_3][epsilon][Br][c][n][Ring1][Branch2_2][Ring1][Branch1_2][.][Cl]
S1288,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,[C][C][C][Branch1_3][epsilon][O][C][Branch1_3][epsilon][=O][O][C][c][c][Ring1][Branch1_3][c][c][n][Branch1_3][Branch1_1][c][Ring1][Branch1_1][=O][C][c][c][c][c][c][c][c][c][Ring1][Branch1_1][n][c][Ring1][Branch2_2][Expl-Ring1][N]
S1327,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,[O][=c][o][c][c][Branch1_3][epsilon][O][c][Branch1_3][epsilon][O][c][c][c][Branch1_3][epsilon][=O][o][c][c][Branch1_3][epsilon][O][c][Branch1_3][epsilon][O][c][c][Ring1][=C][c][Ring1][Branch1_3][c][Ring1][=C][Ring1][O]
S1353,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,[C][C][Branch1_3][epsilon][=O][N][C][C][N][Branch2_3][Ring1][Branch1_3][c][c][c][c][Branch2_3][epsilon][=N][O][C][C][C][O][C][Branch1_2][Branch2_2][C][n][c][c][n][c][Ring1][Ring2][Branch1_3][=O][c][c][c][c][Branch1_3][epsilon][Cl][c][c][Ring1][Branch1_2][Cl][O][Ring1][=C][c][c][Ring2][epsilon][Branch2_1][C][C][Ring2][epsilon][N]
S1360,O=C1NC(=O)/C(=C/c2ccc3nccc(-c4ccncc4)c3c2)S1,[O][=C][N][C][Branch1_3][epsilon][=O][/C][Branch2_3][epsilon][Branch1_3][=C][/c][c][c][c][n][c][c][c][Branch1_3][Branch2_2][-c][c][c][n][c][c][Ring1][Branch1_1][c][Ring1][F][c][Ring1][=N][S][Ring2][epsilon][Ring2]
S1464,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,[C][N][C][C][N][Branch2_3][epsilon][=N][c][c][Branch1_3][epsilon][F][c][c][c][Branch1_3][epsilon][=O][c][Branch1_3][Branch1_2][C][Branch1_3][epsilon][=O][O][c][n][c][Ring1][Branch2_2][c][Ring1][N][O][C][N][Ring1][Branch1_1][C][C][C][Ring2][epsilon][Branch1_2]
S1507,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,[C][C][C][C][C][=N][C][Branch1_3][Branch1_3][C][C][C][C][Ring1][Ring2][C][Branch1_3][epsilon][=O][N][Ring1][Branch2_2][C][c][c][c][c][Branch1_3][#N][-c][c][c][c][c][c][Ring1][Branch1_1][-c][n][n][nHexpl][n][Ring1][Ring2][c][c][Ring1][#N]
S1519,CN(C)c1ccc(-c2nc3c(N4CCN(CC(=O)Nc5nccs5)CC4)c(Cl)cnc3[nH]2)cc1,[C][N][Branch1_3][epsilon][C][c][c][c][c][Branch2_3][Ring1][Branch1_2][-c][n][c][c][Branch2_3][epsilon][Branch1_1][N][C][C][N][Branch1_3][N][C][C][Branch1_3][epsilon][=O][N][c][n][c][c][s][Ring1][Ring2][C][C][Ring1][N][c][Branch1_3][epsilon][Cl][c][n][c][Ring2][epsilon][Ring1][nHexpl][Ring2][epsilon][Branch1_2][c][c][Ring2][epsilon][O]
S1615,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,[C][c][n][c][n][Branch2_3][epsilon][C][c][Branch1_3][epsilon][=O][c][Ring1][Branch1_2][C][C][N][C][C][C][Branch1_3][C][c][n][o][c][c][c][Branch1_3][epsilon][F][c][c][c][Ring1][Branch2_2][Ring1][Branch1_2][C][C][Ring1][=N][C][C][C][C][Ring2][epsilon][Branch2_1]
S1642,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,[C][C][Branch1_2][epsilon][N][Branch1_3][#N][C][c][c][c][c][Branch1_3][epsilon][O][c][Branch1_3][epsilon][O][c][Ring1][Branch1_3][C][Branch1_3][epsilon][=O][O]
S1724,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,[C][c][n][c][n][Branch2_3][epsilon][C][c][Branch1_3][epsilon][=O][c][Ring1][Branch1_2][C][C][N][C][C][C][Branch1_3][C][c][n][o][c][c][c][Branch1_3][epsilon][F][c][c][c][Ring1][Branch2_2][Ring1][Branch1_2][C][C][Ring1][=N][C][C][C][C][Ring2][epsilon][Branch2_1][O]
S1929,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1,[N][c][n][c][Branch1_3][epsilon][N][n][c][Branch1_3][=O][-c][c][c][Branch1_3][epsilon][Cl][c][c][c][Ring1][Branch1_2][Cl][n][Ring1][N]
S1986,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1.Cl.Cl,[C][c][c][c][c][c][Branch2_3][epsilon][#N][C][N][C][C][N][Branch2_3][epsilon][Ring2][C][Branch1_3][Branch2_2][c][c][c][c][c][c][Ring1][Branch1_1][c][c][c][c][Branch1_3][epsilon][Cl][c][c][Ring1][Branch1_2][C][C][Ring1][#C][c][Ring2][epsilon][Branch2_1][.][Cl][.][Cl]
S2035,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,[C][C][Branch1_2][=S][/C][=C][\S][C][Branch1_3][epsilon][=S][N][Branch1_3][Branch1_3][C][C][Branch1_3][epsilon][=O][O][C][Ring1][Branch2_2][=O][=C][\c][c][c][c][c][c][Ring1][Branch1_1]
S2047,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,[C][N][C][Branch1_2][N][C][Branch1_3][epsilon][=O][N][c][c][c][c][c][n][Ring1][Branch1_1][=C][Branch1_3][epsilon][O][c][s][c][Branch1_3][epsilon][Cl][c][c][Ring1][Branch1_1][S][Ring1][#C][Branch1_1][epsilon][=O][=O]
S2110,CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32,[C][C][O][C][Branch1_3][epsilon][=O][C][=C][C][Branch1_3][Ring1][C][C][C][C][C][N][C][C][c][c][Branch1_3][N][n][Ring1][=O][c][c][c][c][c][c][Ring1][Branch2_1][Ring1][Branch1_1][C][Ring1][O][Ring1][=C]
S2150,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,[C][C][O][c][c][c][n][c][c][Branch1_3][Ring1][C][#N][c][Branch2_3][epsilon][Branch1_2][N][c][c][c][c][Branch1_3][F][O][C][c][c][c][c][c][n][Ring1][Branch1_1][c][Branch1_3][epsilon][Cl][c][Ring1][N][c][Ring2][epsilon][Branch1_1][c][c][Ring2][epsilon][Branch2_2][N][C][Branch1_3][epsilon][=O][/C][=C][/C][N][Branch1_3][epsilon][C][C]
S2157,CN(C(=O)c1ccc(F)cc1C(F)(F)F)C1CCN(c2nnc(-c3ccnn3C)c3ccccc23)CC1,[C][N][Branch2_3][epsilon][Branch1_1][C][Branch1_3][epsilon][=O][c][c][c][c][Branch1_3][epsilon][F][c][c][Ring1][Branch1_2][C][Branch1_2][epsilon][F][Branch1_3][epsilon][F][F][C][C][C][N][Branch2_3][epsilon][Branch1_2][c][n][n][c][Branch1_3][Branch2_2][-c][c][c][n][n][Ring1][Ring2][C][c][c][c][c][c][c][Ring1][=N][Ring1][Branch1_1][C][C][Ring2][epsilon][Ring1]
S2232,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,[O][=C][Branch1_3][O][c][c][c][c][Branch1_3][epsilon][F][c][c][Ring1][Branch1_2][C][C][C][N][Branch1_3][=S][C][C][n][c][Branch1_3][epsilon][=O][nHexpl][c][c][c][c][c][c][Ring1][Branch1_1][c][Ring1][Branch2_3][=O][C][C][Ring1][#C]
S2251,C/C=C1/C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2,[C][/C][=C][/C][C][=C][Branch1_3][epsilon][C][C][C][Ring1][Branch1_2][Branch1_3][epsilon][N][c][c][c][c][Branch1_3][epsilon][=O][nHexpl][c][Ring1][Branch1_2][C][Ring1][N]
S2476,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,[C][C][C][Branch1_3][epsilon][C][n][n][c][n][Branch2_3][Ring2][F][-c][c][c][c][Branch2_3][Ring1][#C][N][C][C][N][Branch2_3][Ring1][Branch1_3][c][c][c][c][Branch2_3][epsilon][=N][O][C][C][C][O][C][Branch1_2][Branch2_2][C][n][c][n][c][n][Ring1][Ring2][Branch1_3][=O][c][c][c][c][Branch1_3][epsilon][Cl][c][c][Ring1][Branch1_2][Cl][O][Ring1][=C][c][c][Ring2][epsilon][Branch2_1][C][C][Ring2][epsilon][N][c][c][Ring2][epsilon][S][c][Ring2][Ring1][Branch1_1][=O]
S2582,Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,[Cl][.][O][=c][n][Branch2_3][epsilon][Branch1_2][C][C][C][N][C][C][N][Branch1_3][O][c][c][c][c][c][Branch1_3][epsilon][Cl][c][Ring1][Branch1_2][C][C][Ring1][O][n][c][c][c][c][c][n][Ring2][epsilon][Branch1_2][Ring1][Branch1_1]
S2628,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,[C][N][Branch1_3][epsilon][C][C][C][C][N][Branch2_3][Ring2][Ring2][C][Branch1_3][epsilon][=O][c][c][c][c][Branch2_3][Ring1][Branch2_1][N][C][Branch1_3][epsilon][=O][N][c][c][c][c][Branch2_3][epsilon][Branch2_3][-c][n][c][Branch1_3][Branch2_2][N][C][C][O][C][C][Ring1][Branch1_1][n][c][Branch1_3][Branch2_2][N][C][C][O][C][C][Ring1][Branch1_1][n][Ring1][C][c][c][Ring2][epsilon][Branch1_1][c][c][Ring2][epsilon][=N][C][C][Ring2][Ring1][Ring1]
S2638,O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12,[O][=c][c][c][Branch1_3][Branch2_2][N][C][C][O][C][C][Ring1][Branch1_1][o][c][c][Branch1_3][S][-c][c][c][c][c][c][Ring1][Branch1_1][s][c][c][c][c][c][c][Ring1][Branch1_1][Ring1][Branch2_1][c][c][c][c][Ring2][epsilon][Branch2_3][Ring1][=C]
S2684,Cc1cnc(CNC(=O)c2c(=O)c3ccc(N4CCCN(C)CC4)nc3n3c2sc2ccccc23)cn1,[C][c][c][n][c][Branch2_3][Ring1][Branch2_3][C][N][C][Branch1_3][epsilon][=O][c][c][Branch1_3][epsilon][=O][c][c][c][c][Branch1_3][=O][N][C][C][C][N][Branch1_3][epsilon][C][C][C][Ring1][Branch1_3][n][c][Ring1][=O][n][c][Ring1][=C][s][c][c][c][c][c][c][Ring1][Branch1_1][Ring1][Branch2_1][c][n][Ring2][epsilon][C]
S2704,c1ccc(-c2nn3c(c2-c2ccnc4cc(OCCN5CCOCC5)ccc24)CCC3)nc1,[c][c][c][c][Branch2_3][Ring1][Branch1_1][-c][n][n][c][Branch2_3][epsilon][O][c][Ring1][Ring2][-c][c][c][n][c][c][c][Branch1_3][O][O][C][C][N][C][C][O][C][C][Ring1][Branch1_1][c][c][c][Ring1][=C][Ring1][N][C][C][C][Ring2][epsilon][Branch1_2][n][c][Ring2][epsilon][N]
S2735,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1,[C][n][c][c][Branch2_3][epsilon][F][-c][c][n][n][c][Branch1_3][epsilon][N][c][Branch1_3][epsilon][Br][c][Branch1_3][Branch2_2][C][C][C][C][N][C][Ring1][Branch1_1][n][c][Ring1][#N][Ring1][=O][c][n][Ring2][epsilon][Ring1]
S2744,Cc1cc(CN2CCN(c3c(Br)cnc4[nH]c(-c5ccc(N6CCN(C)CC6)cc5)nc34)CC2)no1,[C][c][c][c][Branch2_3][Ring1][#N][C][N][C][C][N][Branch2_3][Ring1][Ring1][c][c][Branch1_3][epsilon][Br][c][n][c][nHexpl][c][Branch2_3][epsilon][Ring1][-c][c][c][c][Branch1_3][O][N][C][C][N][Branch1_3][epsilon][C][C][C][Ring1][Branch1_2][c][c][Ring1][O][n][c][Ring2][epsilon][Ring2][Ring1][C][C][C][Ring2][epsilon][Branch2_3][n][o][Ring2][epsilon][#N]
S2788,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,[C][N][C][Branch1_3][epsilon][=O][c][c][c][c][Branch2_3][epsilon][O][-c][c][n][c][n][c][c][Branch1_3][#N][C][c][c][c][c][n][c][c][c][c][Ring1][Branch1_1][c][Ring1][Branch2_2][n][Ring1][=N][n][Ring1][#C][c][c][Ring2][epsilon][Branch1_3][F]
S2805,c1ccc(-c2n[nH]cc2-c2ccnc3ccccc23)nc1,[c][c][c][c][Branch2_3][epsilon][Ring1][-c][n][nHexpl][c][c][Ring1][Ring2][-c][c][c][n][c][c][c][c][c][c][Ring1][Branch2_2][Ring1][Branch1_1][n][c][Ring1][S]
S2827,CCC(=O)N1CCN(c2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc2C(F)(F)F)CC1,[C][C][C][Branch1_3][epsilon][=O][N][C][C][N][Branch2_3][Ring2][epsilon][c][c][c][c][Branch2_3][Ring1][epsilon][-n][c][Branch1_3][epsilon][=O][c][c][c][c][n][c][c][c][c][Branch1_3][=N][-c][c][n][c][c][c][c][c][c][Ring1][Branch1_1][c][Ring1][Branch2_2][c][c][Ring1][=N][c][Ring1][#C][Ring2][epsilon][Branch1_2][c][c][Ring2][epsilon][O][C][Branch1_2][epsilon][F][Branch1_3][epsilon][F][F][C][C][Ring2][Ring1][epsilon]
S2870,Nc1nc(N)c2nc(-c3cccc(O)c3)cnc2n1,[N][c][n][c][Branch1_3][epsilon][N][c][n][c][Branch1_3][O][-c][c][c][c][c][Branch1_3][epsilon][O][c][Ring1][Branch1_2][c][n][c][Ring1][O][n][Ring1][C]
S2893,O=c1cc(N2CCOCC2)oc2c1ccc1ccccc12,[O][=c][c][c][Branch1_3][Branch2_2][N][C][C][O][C][C][Ring1][Branch1_1][o][c][c][Ring1][F][c][c][c][c][c][c][c][c][Ring1][Branch1_1][Ring1][Branch2_2]
